gene_id	batch_1	batch_2	batch_3	chemostat_1	chemostat_2	chemostat_3
gene_3280	400	556	353	255	303	325
gene_3281	5	12	7	6	10	15
gene_3282	769	1108	765	845	896	1114
gene_3283	770	1085	844	622	790	875
gene_3284	997	1421	1037	571	723	757
gene_3287	44	32	36	65	67	89
gene_3288	19	17	16	69	108	123
gene_3290	304	385	304	394	593	752
gene_3291	139	150	117	63	80	93
gene_3292	4917	6826	4491	2722	3853	4769
gene_3293	678	996	817	396	476	668
gene_3294	375	431	268	205	276	319
gene_3295	201	235	155	143	187	273
gene_3296	385	495	413	306	319	407
gene_3298	3	1	2	4	5	6
gene_3299	0	3	4	5	7	4
gene_3300	1068	1320	1058	2181	3069	4132
gene_3301	147	164	139	53	73	76
gene_3302	261	295	210	179	200	296
gene_3304	119	119	76	165	232	247
gene_3305	1038	1164	811	1104	1357	1529
gene_3306	275	365	306	191	229	258
gene_3307	283	374	256	324	539	604
gene_3308	1928	2720	2058	1071	1278	1728
gene_3309	249	292	197	245	282	322
gene_3310	771	1039	760	490	599	787
gene_3311	225	287	196	68	80	109
gene_3314	382	580	475	185	233	304
gene_3315	1593	2440	1874	1103	1297	1756
gene_3316	0	2	0	1	2	2
gene_3318	101	156	111	103	135	170
gene_3320	823	1104	795	694	950	1132
gene_3321	246	349	219	218	226	286
gene_3322	113	144	93	180	187	227
gene_3323	1747	2450	1682	711	801	951
gene_3324	1241	1585	1185	928	1152	1617
gene_3325	1177	1588	1154	544	648	775
gene_3326	930	1344	929	560	611	768
gene_3327	307	442	356	204	239	258
gene_3328	157	200	159	166	225	263
gene_3329	428	519	382	283	368	412
gene_3330	4	3	3	11	37	54
gene_3331	383	499	392	268	332	438
gene_3332	939	1300	1002	585	710	837
gene_3333	123	109	97	1179	1487	1991
gene_3334	25070	34079	27354	3356	5028	6650
gene_3335	5871	7734	5986	1278	1433	1844
gene_3336	169	195	116	99	113	142
gene_3337	162	222	128	130	123	170
gene_3338	65	85	53	70	102	115
gene_3339	309	368	281	201	210	294
gene_3340	525	771	516	309	409	523
gene_3341	762	1130	782	337	363	406
gene_3342	4759	6165	4972	2667	3001	3924
gene_3343	466	579	463	341	341	423
gene_3344	154	181	122	788	798	1125
gene_3345	105	136	107	169	200	276
gene_3346	55	43	44	28	42	43
gene_3347	512	633	428	354	358	539
gene_3348	1158	1380	998	505	550	705
gene_3349	539	753	487	311	300	313
gene_3350	0	0	0	0	0	0
gene_3351	235	312	165	104	108	124
gene_3352	0	0	0	0	0	0
gene_3353	292	473	324	185	247	290
gene_3354	466	632	476	326	393	439
gene_3355	355	537	390	221	311	360
gene_3356	293	407	306	402	510	498
gene_3357	141	158	102	109	151	160
gene_3358	237	272	217	276	350	484
gene_3359	89	111	84	116	159	237
gene_3360	137	181	113	237	305	340
gene_3361	399	599	419	231	265	351
gene_3362	404	657	469	177	208	263
gene_3363	886	1185	885	535	548	746
gene_3364	223	369	239	110	154	176
gene_3366	451	567	389	363	417	575
gene_3367	6243	7948	6023	5113	6713	8423
gene_3368	408	552	381	340	428	572
gene_3370	5	5	8	0	1	4
gene_3371	2987	3087	2586	1886	2099	2536
gene_3372	261	432	275	337	368	520
gene_3373	123	156	125	119	142	196
gene_3374	335	441	287	298	353	472
gene_3376	285	313	243	247	288	401
gene_3377	114	170	123	65	89	96
gene_3378	290	377	273	152	143	171
gene_3380	78	111	88	67	90	106
gene_3382	95	137	95	118	128	135
gene_3384	189	245	183	115	140	188
gene_3385	155	190	119	119	130	148
gene_3386	554	676	535	542	709	858
gene_3387	236	359	257	244	243	361
gene_3388	225	313	204	501	587	692
gene_3389	207	262	187	155	195	248
gene_3390	289	383	270	105	103	160
gene_3391	1713	2495	1833	874	1037	1322
gene_3392	974	1306	872	733	914	1120
gene_3393	549	819	626	408	510	590
gene_3394	126	187	113	113	96	146
gene_3395	348	459	324	246	278	361
gene_3396	445	603	442	168	215	283
gene_3397	1407	1932	1486	416	519	720
gene_3398	491	700	535	345	437	543
gene_3399	2180	2908	2161	1264	1195	1480
gene_3400	366	437	376	290	351	497
gene_3401	963	1314	883	398	535	672
gene_3402	1022	1291	1041	622	700	890
gene_3403	2890	3479	2558	2535	2758	3435
gene_3404	379	388	297	172	166	222
gene_3405	11	15	11	6	12	12
gene_3406	387	457	327	403	455	576
gene_3407	242	274	203	229	276	362
gene_3408	97	148	112	99	108	185
gene_3409	246	304	235	179	191	230
gene_3410	393	472	339	689	760	1093
gene_3411	208	258	155	156	187	243
gene_3412	383	540	343	268	287	408
gene_3413	267	425	297	378	459	585
gene_3414	527	729	533	361	414	557
gene_3415	657	898	666	609	704	942
gene_3416	732	1116	784	499	553	665
gene_3417	188	230	185	148	157	222
gene_3418	27	33	27	83	152	140
gene_3420	3527	4949	3347	890	993	1516
gene_3421	5	8	6	1860	1920	2479
gene_3422	185	136	111	742	1223	1645
gene_3423	218	280	173	99	140	189
gene_3424	138	188	109	103	84	155
gene_3425	127	182	155	185	209	262
gene_3426	281	330	226	203	257	352
gene_3428	552	652	447	216	289	413
gene_3429	119	133	121	107	133	176
gene_3430	331	405	293	481	588	714
gene_3431	4536	6012	4420	2722	3253	4079
gene_3432	3334	4483	3387	1304	1440	1893
gene_3433	208	276	193	163	202	206
gene_3434	185	206	164	156	181	228
gene_3435	21	15	9	29	34	36
gene_3436	3191	4509	3558	5585	6644	7202
gene_3437	311	409	270	195	249	324
gene_3438	189	202	153	155	161	218
gene_3439	127	136	118	88	90	129
gene_3440	122	174	125	106	123	166
gene_3441	584	629	477	502	521	734
gene_3442	30	43	34	161	193	193
gene_3443	111	157	119	105	131	133
gene_3444	1124	1564	1060	843	1160	1223
gene_3445	471	659	460	203	246	360
gene_3446	111	133	111	149	239	224
gene_3447	201	243	162	219	230	277
gene_3448	6723	8253	6229	7613	8573	10078
gene_3449	372	457	370	255	339	354
gene_3450	17767	23787	18490	5272	6412	8021
gene_3451	326	469	337	89	120	157
gene_3452	502	649	478	625	669	872
gene_3453	593	748	563	446	666	919
gene_3454	548	682	520	323	455	597
gene_3455	22	17	16	14	12	26
gene_3457	78	104	87	89	126	156
gene_3458	415	588	407	556	768	923
gene_3459	248	339	272	259	292	335
gene_3460	663	886	682	442	468	653
gene_3461	405	445	330	321	369	462
gene_3462	464	628	429	376	501	678
gene_3463	72	91	61	68	91	116
gene_3464	292	371	220	176	202	309
gene_3465	135	162	104	126	132	177
gene_3466	8606	12565	9810	3514	4356	5373
gene_3467	325	470	338	320	444	542
gene_3468	2896	4179	3017	1452	1671	2152
gene_3469	360	526	398	296	364	440
gene_3470	169	231	137	129	145	181
gene_3471	285	331	221	196	227	274
gene_3472	1969	2782	1940	600	685	815
gene_3473	409	537	410	382	428	654
gene_3474	9254	12081	9530	2628	3078	4003
gene_3475	16	12	13	33	30	33
gene_3476	312	461	361	114	108	148
gene_3477	276	299	201	766	1010	1319
gene_3478	109	122	84	172	227	317
gene_3479	1	1	3	9	25	20
gene_3480	88	103	83	213	250	304
gene_3481	0	0	0	1	3	2
gene_3482	118	155	119	135	196	286
gene_3483	61	82	58	44	68	87
gene_3484	94	125	73	110	115	161
gene_3485	115	136	105	222	328	419
gene_3486	34	40	13	63	87	98
gene_3487	3	2	2	8	6	5
gene_3488	10	12	12	15	11	20
gene_3489	21	19	14	20	29	47
gene_3490	118	157	97	109	127	137
gene_3491	0	0	0	0	0	0
gene_3492	141	196	166	152	202	219
gene_3493	14	16	20	88	151	158
gene_3494	88	231	80	76	82	82
gene_3495	201	268	211	149	158	235
gene_3496	594	775	593	185	213	213
gene_3497	86	81	47	16758	24257	32378
gene_3498	1184	1604	1182	322	387	588
gene_3499	429	582	476	406	517	536
gene_3500	167	241	149	133	188	205
gene_3501	648	853	606	480	623	691
gene_3502	1278	1836	1337	521	587	720
gene_3503	1116	1592	1266	567	654	830
gene_3505	2573	3929	2947	2701	3567	4199
gene_3506	1973	2984	2229	657	570	639
gene_3508	129	151	93	124	144	182
gene_3509	811	1113	714	470	464	676
gene_3510	233	309	230	174	180	262
gene_3511	655	1013	688	272	353	402
gene_3512	438	682	495	428	461	583
gene_3513	555	863	637	475	531	721
gene_3514	576	748	489	651	911	1118
gene_3515	301	367	264	356	429	546
gene_3516	209	325	215	373	407	467
gene_3518	1163	1577	955	665	829	1142
gene_3519	1824	2139	1561	1484	1622	2247
gene_3520	237	326	212	169	220	227
gene_3521	181	240	150	244	281	411
gene_3522	773	946	678	576	634	850
gene_3523	633	886	680	402	443	574
gene_3524	508	614	466	381	408	599
gene_3526	138	165	126	186	190	225
gene_3527	102	102	81	742	949	1125
gene_3528	122	158	108	2365	3182	3488
gene_3529	319	417	317	263	347	422
gene_3530	538	745	576	502	638	789
gene_3531	508	699	489	417	441	566
gene_3532	10	15	5	6	4	13
gene_3533	252	291	235	77	94	111
gene_3534	6677	8490	6134	12159	16167	18937
gene_3535	1924	2552	1948	859	1101	1362
gene_3536	4877	6718	4935	1584	1801	2112
gene_3537	478	613	477	386	458	610
gene_3538	56	56	25	95	112	115
gene_3539	754	964	711	575	747	822
gene_3540	672	872	648	498	593	735
gene_3541	347	471	321	208	258	322
gene_3542	410	519	384	328	388	525
gene_3543	1435	1993	1532	568	691	1026
gene_3544	269	323	243	524	693	730
gene_3545	390	460	302	247	318	407
gene_3546	196	248	163	213	223	315
gene_3547	277	331	218	182	187	317
gene_3548	365	546	389	149	173	240
gene_3549	817	1099	695	326	337	419
gene_3551	2402	3429	2576	1738	1897	2265
gene_3552	64	81	46	1388	2266	2884
gene_3553	46	62	34	127	172	198
gene_3554	223	148	102	188	205	249
gene_3555	602	745	532	408	413	609
gene_3556	89	80	53	74	101	124
gene_3557	1175	1434	1090	1221	1446	1772
gene_3558	2199	3005	2169	670	785	1023
gene_3559	478	601	413	288	316	435
gene_3560	390	532	351	125	184	182
gene_3562	29809	40256	30032	9326	17495	21661
gene_3563	236	231	183	596	876	1154
gene_3564	1250	1251	969	2295	2850	3617
gene_3565	153	188	147	225	281	361
gene_3566	801	869	673	4090	4669	5707
gene_3567	484	634	484	614	688	871
gene_3568	2547	3493	2558	1890	2330	3226
gene_3569	255	324	247	117	151	206
gene_3570	536	743	558	267	290	439
gene_3571	398	462	385	943	1227	1543
gene_3572	815	832	585	1433	1720	2198
gene_3573	345	456	316	282	366	450
gene_3574	232	310	263	167	246	314
gene_3575	201	246	174	211	241	341
gene_3576	326	372	260	243	271	362
gene_3577	415	465	222	218	267	358
gene_3578	692	891	656	563	662	832
gene_3579	289	369	269	326	412	501
gene_3580	65	71	55	156	201	254
gene_3581	73	134	70	44	45	76
gene_3582	256	347	232	160	178	259
gene_3583	323	415	292	421	438	586
gene_3584	480	721	487	113	111	144
gene_3586	656	859	699	291	305	417
gene_3587	985	1248	765	634	709	930
gene_3588	362	562	354	261	288	384
gene_3589	150	207	188	411	553	645
gene_3590	347	491	343	257	292	420
gene_3591	182	231	166	211	268	295
gene_3592	2075	2713	1945	491	592	877
gene_3593	168	227	137	113	121	183
gene_3595	2139	2789	2170	1780	2112	3015
gene_3596	286	327	258	179	194	258
gene_3597	539	697	479	332	352	476
gene_3598	506	653	489	311	373	531
gene_3599	792	992	804	673	805	1081
gene_3600	351	498	353	177	202	218
gene_3601	816	866	605	1133	1542	1881
gene_3602	129	213	141	132	154	216
gene_3603	14	9	8	381	649	711
gene_3604	1	0	0	6	5	6
gene_3605	524	785	554	269	320	397
gene_3606	482	627	443	396	473	597
gene_3607	1324	1716	1254	1528	1927	2229
gene_3608	457	541	398	529	627	810
gene_3609	11	2	5	3	5	12
gene_3610	1666	2207	1531	669	768	1102
gene_3611	677	979	617	941	1141	1414
gene_3612	297	435	300	142	162	254
gene_3613	193	231	177	157	169	207
gene_3614	1	3	1	3	1	1
gene_3615	4	4	5	5	5	8
gene_3616	3513	2287	1712	5215	6758	8967
gene_3617	728	224	108	187	139	138
gene_3618	112	130	92	142	185	164
gene_3619	792	913	695	824	971	1262
gene_3620	96	151	99	468	628	761
gene_3621	340	493	323	210	224	277
gene_3622	151	179	113	257	300	377
gene_3623	168	193	147	115	139	178
gene_3624	192	219	166	129	148	219
gene_3625	489	633	459	330	374	514
gene_3626	497	509	403	288	309	462
gene_3627	9	9	4	37	44	59
gene_3628	1213	1456	1068	2317	2612	3403
gene_3629	134	196	123	99	103	136
gene_3630	910	1177	932	411	549	787
gene_3631	5630	8667	6556	1397	1620	2059
gene_3633	1685	2373	1790	698	856	1072
gene_3634	302	382	251	237	258	337
gene_3635	244	343	254	74	110	125
gene_3636	1149	1582	974	541	679	885
gene_3637	305	395	307	274	311	455
gene_3638	237	347	223	200	199	373
gene_3639	705	1032	652	324	429	551
gene_3640	178	260	178	93	139	152
gene_3642	86	113	79	89	89	115
gene_3643	103	134	123	88	113	108
gene_3644	172	247	198	204	212	294
gene_3646	434	553	368	224	274	321
gene_3647	971	1373	1047	383	431	527
gene_3649	659	778	504	1112	1232	1663
gene_3650	16	20	13	157	360	439
gene_3651	681	782	432	660	833	1169
gene_3652	727	956	681	749	895	1230
gene_3653	359	481	326	189	224	300
gene_3654	450	496	366	194	278	311
gene_3655	97	113	80	112	144	218
gene_3656	54699	73822	58862	23156	38259	48212
gene_3657	280	373	224	185	239	328
gene_3658	563	751	450	375	377	540
gene_3659	757	1013	792	550	667	810
gene_3660	11039	14937	9406	2710	3310	4537
gene_3661	40	48	37	28	27	37
gene_3662	1946	2652	2097	1174	1428	1911
gene_3663	365	402	282	180	235	293
gene_3664	273	295	224	175	240	363
gene_3665	353	498	332	162	279	296
gene_3666	102	140	92	351	671	748
gene_3667	188	219	151	204	249	299
gene_3668	200	228	150	159	165	228
gene_3669	248	302	246	202	256	292
gene_3670	1178	1548	1106	717	799	995
gene_3671	379	412	324	420	482	593
gene_3672	248	284	228	148	104	133
gene_3673	1631	1987	1458	779	744	752
gene_3674	164	221	149	127	174	206
gene_3675	315	386	291	216	265	361
gene_3676	469	615	465	364	428	590
gene_3677	964	1233	791	605	711	864
gene_3679	306	419	307	315	457	518
gene_3680	22	26	23	10	13	36
gene_3681	1248	1555	1104	1264	1423	1678
gene_3682	331	435	337	319	361	416
gene_3683	535	683	480	335	319	428
gene_3684	277	393	335	242	302	400
gene_3686	628	791	614	598	640	749
gene_3687	3370	4996	4251	681	752	1072
gene_3688	629	892	721	374	468	653
gene_3689	474	592	484	247	315	398
gene_3690	35	38	27	497	827	1023
gene_3691	333	497	363	273	304	340
gene_3692	385	487	381	168	228	244
gene_3693	207	260	196	78	87	129
gene_3694	193	242	175	275	360	440
gene_3695	346	466	290	293	404	465
gene_3696	593	778	608	322	327	512
gene_3697	497	653	514	472	753	923
gene_3698	330	415	316	267	238	322
gene_3699	159	176	122	120	166	218
gene_3700	186	224	180	126	143	169
gene_3701	155	223	162	161	169	228
gene_3702	1195	1427	1080	2035	2299	3012
gene_3703	668	939	632	691	911	1091
gene_3704	942	1362	933	297	411	513
gene_3705	509	664	436	438	554	681
gene_3706	392	480	358	300	415	516
gene_3707	165	207	112	134	140	202
gene_3708	578	778	592	705	878	1042
gene_3709	1160	1488	1086	354	448	604
gene_3710	275	392	303	175	221	282
gene_3711	398	530	363	367	424	595
gene_3712	178	223	137	135	126	196
gene_3714	5553	7250	5352	1348	1630	2038
gene_3715	267	382	266	320	393	465
gene_3716	851	1198	825	383	438	519
gene_3717	300	375	238	184	178	311
gene_3718	519	680	419	466	552	728
gene_3719	4112	5362	4096	895	929	1407
gene_3720	1128	1663	1178	1094	1332	1555
gene_3721	437	591	443	441	511	700
gene_3722	310	358	273	219	274	339
gene_3723	136	174	116	119	176	175
gene_3724	60	77	59	132	175	221
gene_3725	493	597	426	231	301	390
gene_3726	176	263	198	186	244	292
gene_3727	482	661	467	294	327	399
gene_3728	122	141	104	3407	4387	4824
gene_3730	257	328	234	204	216	283
gene_3731	306	413	273	244	316	431
gene_3732	796	842	658	831	807	1122
gene_3733	559	768	482	649	835	1201
gene_3734	79	100	90	77	94	111
gene_3735	893	1102	800	1012	1166	1398
gene_3736	132	142	92	200	230	311
gene_3737	1015	1318	1041	1281	1591	1934
gene_3738	150	199	150	156	138	182
gene_3739	165	204	157	154	170	205
gene_3740	393	475	340	374	431	500
gene_3741	193	270	189	214	227	313
gene_3742	228	249	192	112	195	236
gene_3743	407	577	445	202	257	293
gene_3744	258	381	328	144	139	223
gene_3745	366	526	379	168	222	273
gene_3747	231	306	198	191	189	206
gene_3748	1118	1522	1156	561	642	781
gene_3749	232	322	237	266	293	397
gene_3750	291	396	237	197	254	291
gene_3751	586	901	680	625	804	1101
gene_3752	0	0	1	0	0	1
gene_3753	10	9	9	27	47	55
gene_3754	485	528	405	327	348	533
gene_3755	369	468	347	230	306	397
gene_3756	162	235	154	143	172	232
gene_3757	544	670	495	310	366	373
gene_3759	773	1239	981	1835	2073	2495
gene_3761	41	48	44	32	44	61
gene_3762	3947	5174	3887	2675	3007	3422
gene_3763	1482	1928	1459	480	650	825
gene_3764	242	280	207	155	172	194
gene_3765	59	88	66	76	66	90
gene_3766	1198	1455	1085	2487	3180	4206
gene_3767	1606	2039	1597	1185	1328	1709
gene_3768	94	84	62	343	392	539
gene_3769	186	258	192	281	322	404
gene_3770	186	235	148	162	208	240
gene_3771	143	164	100	102	106	137
gene_3772	121	123	84	79	87	90
gene_3773	660	915	726	497	569	725
gene_3774	156	232	162	143	191	256
gene_3775	529	735	595	279	348	422
gene_3776	4318	5704	3857	1157	1328	1877
gene_3777	135	165	135	443	541	608
gene_3778	3601	4983	3871	1340	1637	2094
gene_3779	196	253	195	80	80	114
gene_3780	191	150	117	117	107	145
gene_3782	270	328	266	214	257	310
gene_3783	287	352	261	194	241	347
gene_3784	304	397	268	188	300	295
gene_3785	552	633	445	466	513	676
gene_3786	499	586	423	647	767	1018
gene_3787	432	493	348	1071	1216	1478
gene_3788	396	535	361	403	494	643
gene_3789	1690	2087	1585	647	701	973
gene_3790	302	411	286	235	267	318
gene_3791	1621	2078	1601	715	936	1175
gene_3792	552	716	515	396	485	574
gene_3793	10	12	8	14	15	16
gene_3795	694	934	471	191	281	366
gene_3796	85	81	52	266	325	399
gene_3797	99	73	38	668	989	1221
gene_3798	162	253	161	217	271	361
gene_3799	115	163	117	150	157	222
gene_3800	480	776	547	174	270	341
gene_3801	1712	2468	1935	591	656	783
gene_3802	622	909	653	260	323	430
gene_3803	798	1115	826	514	619	734
gene_3804	140	205	104	96	86	126
gene_3805	588	837	611	468	508	695
gene_3806	418	481	357	193	225	291
gene_3807	303	393	330	234	308	360
gene_3808	200	259	158	202	217	296
gene_3809	440	461	319	241	268	360
gene_3810	445	573	398	384	508	592
gene_3811	313	408	279	177	211	280
gene_3812	120	90	41	173	205	263
gene_3813	1084	1580	1159	288	375	542
gene_3814	120	160	133	99	127	164
gene_3815	5523	7091	5304	1337	1659	2275
gene_3816	1290	1798	1362	890	1035	1336
gene_3817	103	121	85	71	83	126
gene_3818	399	523	426	490	588	743
gene_3819	27	30	27	341	148	180
gene_3820	124	181	110	125	132	159
gene_3821	298	384	303	191	235	287
gene_3822	377	492	379	280	300	386
gene_3823	146	176	141	163	231	303
gene_3824	91	100	79	92	189	230
gene_3825	97	160	118	114	192	178
gene_3826	44	52	47	53	67	88
gene_3827	56	59	29	54	76	85
gene_3828	90	85	58	96	104	141
gene_3829	413	585	417	397	459	640
gene_3830	0	0	0	0	0	0
gene_3831	223	328	236	192	260	333
gene_3832	0	0	0	0	0	0
gene_3833	0	0	0	0	0	0
gene_3834	362	409	319	252	218	297
gene_3835	717	887	663	1589	1381	1665
gene_3836	57	63	65	128	180	249
gene_3837	165	187	157	147	235	251
gene_3838	56	54	40	77	88	95
gene_3839	57	54	38	132	177	212
gene_3840	375	505	303	516	623	760
gene_3841	273	397	260	153	189	252
gene_3842	211	431	290	131	126	160
gene_3843	297	488	374	153	151	202
gene_3844	439	662	402	279	233	247
gene_3845	1865	2339	1574	1090	1418	1725
gene_3846	156	174	113	115	119	174
gene_3847	2026	3020	2085	1069	1437	1643
gene_3848	2	1	0	7	18	28
gene_3849	9515	13114	10126	2361	2856	3752
gene_3850	754	1004	734	522	642	773
gene_3851	42	50	35	34	50	70
gene_3852	900	904	710	3959	4572	5912
gene_3853	904	1346	960	960	1139	1280
gene_3854	1776	1657	1120	5119	6957	8544
gene_3855	160	282	194	106	109	150
gene_3856	319	419	365	190	224	268
gene_3857	279	354	305	98	143	160
gene_3858	627	973	729	256	348	455
gene_3859	65	81	58	50	79	86
gene_3860	210	289	208	170	206	241
gene_3861	796	1177	814	479	660	749
gene_3862	0	0	0	0	0	2
gene_3863	908	1300	896	959	1054	1431
gene_3864	1491	2083	1525	185	339	334
gene_3865	480	592	415	421	490	729
gene_3866	2022	2293	1729	7945	12830	16302
gene_3868	25	19	21	17	33	37
gene_3869	10556	16678	12504	3619	5016	5716
gene_3870	351	458	306	521	658	863
gene_3871	279	372	290	300	360	504
gene_3872	1092	1685	1306	784	904	1063
gene_3873	442	503	359	1300	1680	1965
gene_3874	66	69	53	84	79	121
gene_3875	2048	3058	2256	1495	1758	2071
gene_3878	802	1158	800	739	943	1179
gene_3879	609	829	457	204	217	310
gene_3880	316	426	306	315	361	418
gene_3881	844	1016	685	286	293	468
gene_3882	503	831	549	246	338	418
gene_3883	243	326	208	159	175	208
gene_3884	436	462	316	222	231	333
gene_3885	984	1447	1139	363	431	564
gene_3886	107	145	108	105	114	119
gene_3887	0	0	0	0	1	0
gene_3888	173	280	160	146	172	193
gene_3889	167	243	154	175	231	264
gene_3890	169	275	165	91	133	190
gene_3891	381	459	355	331	433	548
gene_3892	134	197	156	105	114	144
gene_3893	651	878	588	853	943	1162
gene_3894	381	558	374	394	499	597
gene_3895	412	653	402	176	230	298
gene_3896	315	386	264	202	271	339
gene_3897	53	56	44	93	136	164
gene_3898	385	470	397	460	483	689
gene_3899	355	380	281	200	268	289
gene_3900	234	278	186	250	294	395
gene_3901	448	609	462	181	218	281
gene_3902	751	1018	777	343	380	574
gene_3903	48	50	28	83	71	104
gene_3905	79	114	93	96	107	117
gene_3906	0	0	0	2	2	4
gene_3907	1	0	0	0	5	8
gene_3908	206	298	194	129	160	199
gene_3909	249	309	225	183	252	332
gene_3910	107	133	94	80	96	113
gene_3911	460	618	445	296	365	541
gene_3912	405	519	396	230	240	340
gene_3913	376	501	303	272	407	416
gene_3914	620	910	596	187	229	323
gene_3915	135	211	148	131	124	149
gene_3916	269	401	270	89	113	132
gene_3917	658	889	571	974	1025	1346
gene_3918	368	503	405	347	371	525
gene_3919	638	804	614	569	619	915
gene_3920	318	378	261	191	204	244
gene_3921	2509	3473	2823	1468	1525	2041
gene_3923	1583	2201	1451	1425	1849	2252
gene_3924	13087	17408	13216	3532	4355	5960
gene_3925	63	66	59	111	154	192
gene_3926	39	37	36	85	136	129
gene_3927	296	417	295	228	324	412
gene_3928	424	569	418	279	342	475
gene_3929	815	1296	708	464	432	538
gene_3930	140	187	134	175	179	250
gene_3932	0	5	2	1	1	1
gene_3933	20	34	22	45	63	61
gene_3934	13	17	13	54	48	71
gene_3935	875	946	702	1151	1289	1673
gene_3936	358	557	394	317	419	506
gene_3937	74	61	41	65	87	114
gene_3938	66	40	36	124	89	93
gene_3939	1574	2011	1449	810	804	1259
gene_3940	57888	81526	64879	12748	19909	24258
gene_3941	518	693	503	334	371	480
gene_3942	124	165	111	57	84	91
gene_3943	225	349	223	158	170	192
gene_3944	6012	8802	6516	1677	2052	2574
gene_3945	302	472	328	230	256	315
gene_3946	523	583	401	242	234	347
gene_3947	314	438	273	164	195	249
gene_3948	205	280	216	168	228	273
gene_3949	43	41	30	63	97	130
gene_3950	29	30	20	45	50	72
gene_3951	371	538	391	268	282	309
gene_3952	3978	5427	3808	2042	2420	3225
gene_3953	383	533	378	290	334	444
gene_3954	14816	22725	17730	2814	2928	3370
gene_3955	216	294	244	190	170	240
gene_3956	2142	3021	2354	695	816	963
gene_3957	4419	5962	4633	1075	1207	1564
gene_3958	105	133	116	60	68	86
gene_3959	343	449	315	240	349	382
gene_3960	367	507	360	141	200	262
gene_3961	477	648	397	259	340	388
gene_3962	287	365	237	140	160	227
gene_3963	199	274	190	110	147	223
gene_3964	1453	1466	1169	765	913	1196
gene_3965	54	55	46	230	332	473
gene_3966	525	760	501	324	380	471
gene_3967	339	436	342	359	330	471
gene_3968	117	136	133	73	71	96
gene_3969	352	421	333	121	158	238
gene_3970	21989	30697	21728	8331	10083	13543
gene_3971	351	437	381	484	531	732
gene_3972	311	410	261	243	259	376
gene_3973	409	497	398	365	474	648
gene_3974	96	107	87	226	318	474
gene_3975	37	40	26	35	48	55
gene_3976	141	171	104	159	214	271
gene_3977	1462	2126	1582	500	571	739
gene_3978	539	760	573	261	290	344
gene_3979	183	242	204	137	199	263
gene_3980	527	790	592	502	640	805
gene_3981	379	631	394	305	401	472
gene_3982	423	571	389	305	361	410
gene_3983	811	1027	677	1148	1472	1899
gene_3984	568	642	535	347	392	555
gene_3985	147	176	137	121	127	166
gene_3986	2439	3626	2537	884	996	1055
gene_3987	558	616	417	743	894	1189
gene_3988	80	93	70	112	130	216
gene_3989	479	629	478	321	342	470
gene_3990	555	869	591	380	435	553
gene_3991	213	257	193	196	252	275
gene_3992	164	170	142	155	159	214
gene_3993	153	188	144	246	255	372
gene_3994	82	113	73	79	98	132
gene_3995	708	988	663	514	531	673
gene_3996	95	121	88	159	190	276
gene_3997	348	433	317	199	226	317
gene_3998	178	245	163	150	157	225
gene_3999	214	335	210	189	226	289
gene_4001	2367	3402	2711	1086	1417	1711
gene_4002	239	290	190	193	208	308
gene_4004	413	518	447	203	358	380
gene_4005	4782	6831	5095	3221	5333	6685
gene_4006	18948	21364	16402	7660	8283	10481
gene_4007	10	3	2	8	6	5
gene_4008	93	136	102	26	26	31
gene_4009	1177	1433	1082	422	432	546
gene_4011	931	1244	924	624	868	1079
gene_4012	390	560	365	334	395	426
gene_4013	218	279	213	199	230	290
gene_4014	278	423	291	354	436	531
gene_4015	188	218	173	159	179	234
gene_4016	80	98	69	53	69	116
gene_4017	537	495	336	420	484	603
gene_4018	392	350	250	244	277	431
gene_4019	16	22	10	40	40	43
gene_4020	34	36	33	32	41	64
gene_4021	176	258	164	133	151	184
gene_4022	180	263	169	171	237	247
gene_4023	66	102	61	97	105	129
gene_4024	970	1443	1115	343	434	582
gene_4025	411	837	824	228	392	437
gene_4026	305	463	316	269	303	372
gene_4027	124	141	98	89	108	154
gene_4028	402	540	441	300	341	382
gene_4029	191	220	157	120	125	168
gene_4030	183	201	157	167	192	227
gene_4031	57	140	31	54	25	47
gene_4032	145	234	150	72	83	104
gene_4033	969	1273	970	612	731	988
gene_4034	254	286	205	119	174	181
gene_4035	157	200	157	142	180	253
gene_4036	142	143	85	378	498	616
gene_4038	309	447	301	148	201	227
gene_4039	242	316	246	187	262	313
gene_4040	106	121	99	81	109	116
gene_4041	234	281	234	94	117	136
gene_4042	71	64	45	53	50	62
gene_4043	73	126	85	91	100	147
gene_4044	356	502	340	297	331	448
gene_4045	111	103	61	1019	1418	1640
gene_4046	9447	12962	10350	3208	4063	4983
gene_4047	100	99	74	287	362	491
gene_4048	198	260	153	495	579	710
gene_4049	4617	6631	5114	2791	2957	3616
gene_4050	134	193	109	124	132	167
gene_4055	0	0	0	0	0	0
gene_4065	0	0	0	0	0	0
gene_4072	0	0	0	0	0	0
gene_4073	0	0	0	0	0	0
gene_4074	0	0	0	0	0	0
gene_4076	0	0	0	0	0	0
gene_4077	0	0	0	0	0	0
gene_4078	0	0	0	0	0	0
gene_4079	129	141	94	81	81	80
gene_4080	0	0	0	0	0	0
gene_4081	0	1	0	0	1	0
gene_4083	0	0	0	0	0	0
gene_4084	108	135	70	78	103	133
gene_4085	0	0	0	0	0	0
