gene_id	batch_1	batch_2	batch_3	chemostat_1	chemostat_2	chemostat_3
gene_0001	1	3	2	0	0	1
gene_0002	0	0	0	0	0	0
gene_0003	0	0	0	0	0	0
gene_0004	0	1	0	0	0	0
gene_0005	4	8	9	8	6	15
gene_0006	0	0	0	0	0	0
gene_0007	0	0	0	0	0	0
gene_0008	0	0	0	0	0	0
gene_0009	29	36	29	43	58	79
gene_0010	67	85	64	772	955	1148
gene_0011	129	122	90	640	915	1120
gene_0012	1268	1906	1454	1083	1123	1392
gene_0013	353	484	341	142	223	254
gene_0014	299	445	291	180	174	215
gene_0015	316	430	341	413	560	657
gene_0016	50	56	56	82	93	128
gene_0017	129	139	96	10090	11801	13869
gene_0018	1091	1158	791	936	971	1295
gene_0019	322	414	277	264	333	419
gene_0020	434	484	380	464	675	779
gene_0021	197	255	180	250	263	320
gene_0022	145	203	141	130	146	188
gene_0023	153	196	130	151	168	187
gene_0024	105	187	111	180	195	292
gene_0025	1614	1988	1640	808	736	1009
gene_0026	421	578	425	345	388	477
gene_0027	1673	2309	1617	774	763	1146
gene_0028	440	612	470	312	347	455
gene_0029	465	646	463	263	306	293
gene_0030	431	459	371	323	361	554
gene_0031	28478	41124	31561	8598	13816	17422
gene_0032	12	11	9	3	3	8
gene_0033	76	83	55	52	69	82
gene_0034	653	931	701	309	312	412
gene_0035	2875	4457	3376	1556	1821	2255
gene_0036	95	130	97	80	91	127
gene_0037	138	169	127	354	481	564
gene_0038	177	254	169	61	78	123
gene_0039	122	169	133	207	223	272
gene_0040	279	302	239	203	227	262
gene_0041	165	203	128	245	297	414
gene_0042	962	1330	1001	356	432	540
gene_0043	55	74	41	80	78	115
gene_0044	125	153	119	189	216	289
gene_0045	640	920	635	340	419	565
gene_0047	868	1155	916	323	419	519
gene_0048	252	357	226	150	194	255
gene_0049	2674	3639	2645	863	893	1147
gene_0050	356	501	350	240	229	283
gene_0051	585	816	619	449	461	545
gene_0052	238	337	209	154	150	210
gene_0053	654	1036	793	300	358	517
gene_0054	7	2	5	9	17	34
gene_0055	462	638	486	595	806	981
gene_0056	871	1075	867	984	1260	1576
gene_0057	234	276	210	202	247	311
gene_0058	285	307	237	166	186	231
gene_0059	375	470	374	321	371	480
gene_0060	2878	3779	2891	738	899	1357
gene_0061	220	327	213	213	230	316
gene_0062	140	217	141	181	188	254
gene_0063	225	239	163	185	200	233
gene_0064	165	182	118	338	425	582
gene_0065	784	1024	718	277	283	359
gene_0067	2909	3363	2399	11601	17579	21160
gene_0068	6765	9380	7530	2814	3261	4326
gene_0070	327	433	301	292	364	436
gene_0071	562	776	545	466	596	720
gene_0072	556	716	544	259	327	357
gene_0073	1137	1518	1044	551	598	825
gene_0074	344	426	320	168	188	267
gene_0075	652	837	693	593	701	903
gene_0076	222	293	194	150	169	204
gene_0077	42	60	54	30	25	11
gene_0078	1	0	0	0	2	1
gene_0080	809	1161	850	555	663	759
gene_0081	2621	3795	2857	837	842	1007
gene_0082	161	223	171	140	118	154
gene_0083	141	230	141	121	172	220
gene_0084	22	18	11	41	63	62
gene_0085	44	54	44	39	54	50
gene_0088	294	341	234	311	372	456
gene_0089	116	126	107	29	24	44
gene_0090	21	28	19	4	4	10
gene_0091	31	33	32	27	35	33
gene_0092	57	103	53	38	56	56
gene_0093	173	242	187	1235	1179	1374
gene_0094	0	0	2	5	2	3
gene_0095	518	819	563	447	546	681
gene_0096	29	36	22	30	38	49
gene_0098	2	4	3	3	2	4
gene_0099	8	12	8	30	26	32
gene_0100	7	26	28	32	40	64
gene_0101	50	66	41	36	48	50
gene_0102	413	496	382	422	483	671
gene_0103	1	2	2	1	0	2
gene_0104	32	31	25	29	23	45
gene_0105	0	0	0	0	0	0
gene_0107	344	433	324	264	339	372
gene_0108	250	309	235	279	294	385
gene_0109	667	964	692	729	820	968
gene_0110	336	468	378	271	325	393
gene_0111	307	407	297	293	349	447
gene_0112	390	580	406	376	434	556
gene_0113	468	659	485	624	855	932
gene_0114	13	25	7	15	17	18
gene_0115	134	189	116	131	97	139
gene_0116	0	0	0	0	0	0
gene_0118	4227	5022	3763	6017	6996	8582
gene_0119	1306	1448	1026	444	478	557
gene_0120	256	339	228	129	138	196
gene_0121	348	407	304	230	264	310
gene_0122	240	274	220	217	256	404
gene_0123	9274	12664	9055	2642	3104	4163
gene_0124	77	99	64	74	91	103
gene_0125	813	1195	865	462	552	675
gene_0126	411	458	329	253	300	402
gene_0127	190	253	200	116	126	142
gene_0128	477	634	457	406	550	671
gene_0129	3053	4267	3040	713	775	1174
gene_0130	204	231	184	151	216	307
gene_0131	737	1027	721	383	397	534
gene_0132	215	311	245	232	322	326
gene_0133	379	536	412	196	244	310
gene_0134	274	378	274	108	113	123
gene_0135	218	243	184	172	214	245
gene_0136	1126	1543	1070	651	633	808
gene_0137	101	85	58	336	439	588
gene_0138	4630	6506	4909	2205	2471	3345
gene_0139	249	293	233	6084	14392	18270
gene_0140	94	126	87	86	95	126
gene_0142	5535	7363	5392	1783	2062	2774
gene_0143	2	0	3	0	1	1
gene_0144	113	178	108	71	70	106
gene_0145	48	60	47	33	34	36
gene_0146	224	347	211	138	138	214
gene_0147	302	407	282	140	162	235
gene_0148	398	577	403	685	977	1035
gene_0149	329	395	291	372	438	532
gene_0150	280	314	224	1178	1513	1818
gene_0151	336	406	298	224	252	272
gene_0152	615	804	585	264	255	341
gene_0153	224	258	195	175	222	258
gene_0154	263	280	197	209	226	314
gene_0155	99	106	84	120	120	181
gene_0156	970	1302	1085	782	933	1222
gene_0157	382	473	323	176	164	235
gene_0158	1293	1669	1240	813	974	1246
gene_0159	333	410	282	187	171	289
gene_0160	313	352	277	218	258	331
gene_0161	502	745	512	293	328	410
gene_0162	640	894	689	394	430	547
gene_0163	500	648	460	500	589	835
gene_0164	43	48	35	523	654	804
gene_0165	20	23	11	108	129	171
gene_0166	1605	2046	1464	1448	1687	1940
gene_0167	307	422	319	266	263	390
gene_0168	2785	3311	2601	3995	4754	5746
gene_0169	4	4	2	1	2	0
gene_0170	93	90	62	616	719	830
gene_0171	574	932	740	574	497	636
gene_0172	859	1149	876	784	856	1105
gene_0173	724	1020	627	310	353	405
gene_0174	45	51	32	107	139	169
gene_0175	1697	2430	1722	444	574	769
gene_0176	433	472	377	338	374	563
gene_0177	335	444	328	273	329	377
gene_0178	475	712	502	307	365	491
gene_0179	289	412	261	216	256	272
gene_0180	314	421	303	305	324	399
gene_0181	304	312	260	533	599	779
gene_0182	609	810	575	347	343	456
gene_0183	94	155	96	46	49	65
gene_0184	5649	6922	4952	4913	5782	7628
gene_0185	81	121	75	199	209	246
gene_0186	129	192	122	137	175	249
gene_0187	481	613	389	152	194	259
gene_0188	7001	9440	7372	2348	3072	3814
gene_0189	349	437	266	208	236	349
gene_0190	109	132	97	78	88	127
gene_0191	889	1328	1002	462	509	613
gene_0192	336	561	393	280	389	482
gene_0193	2318	3070	2367	1524	1776	2270
gene_0194	195	205	136	135	140	205
gene_0195	395	621	426	274	255	385
gene_0196	140	162	116	174	221	267
gene_0197	318	425	203	151	146	239
gene_0198	1643	2254	1476	830	976	1079
gene_0199	342	375	320	270	214	252
gene_0200	717	790	598	2534	2818	3639
gene_0203	332	439	329	178	228	278
gene_0204	58	79	62	50	33	62
gene_0205	827	1085	766	455	532	632
gene_0206	169	227	145	76	105	138
gene_0207	413	549	406	287	321	384
gene_0208	2	1	0	2	1	0
gene_0209	309	442	367	204	273	332
gene_0210	1218	1705	1157	1092	1289	1503
gene_0211	313	404	293	211	231	375
gene_0212	185	275	180	171	222	242
gene_0213	59	45	40	26	21	19
gene_0214	0	0	0	0	0	0
gene_0216	1330	1958	1399	577	728	834
gene_0217	3139	4134	2700	1411	1326	1764
gene_0218	4269	5047	3430	2059	2081	2669
gene_0219	479	614	398	727	893	1150
gene_0220	169	190	133	389	497	633
gene_0221	314	423	275	121	146	216
gene_0222	478	584	429	244	330	343
gene_0223	284	302	204	132	151	211
gene_0224	176	171	115	204	218	260
gene_0225	233	255	185	441	591	832
gene_0226	229	314	188	132	185	195
gene_0227	205	287	230	243	336	394
gene_0228	3906	4427	3053	2921	3169	4141
gene_0229	4446	5167	3525	3247	3374	4342
gene_0230	4258	6329	4630	2721	3023	3857
gene_0231	16	16	13	6	10	10
gene_0232	0	0	0	0	0	0
gene_0233	40	59	36	41	44	47
gene_0235	350	400	267	264	322	403
gene_0236	995	1518	1002	714	810	1097
gene_0237	317	402	293	367	374	536
gene_0238	781	1210	873	458	510	608
gene_0239	15	17	16	18	31	33
gene_0240	68	66	61	75	90	104
gene_0241	44	52	64	50	72	85
gene_0242	413	559	412	309	378	402
gene_0243	216	274	183	122	179	242
gene_0244	1187	1561	1055	673	803	908
gene_0245	110	162	100	177	212	281
gene_0246	3617	5191	3912	1949	2893	3440
gene_0247	166	191	122	1922	3151	3985
gene_0248	5	5	7	4	3	5
gene_0249	374	518	331	252	259	364
gene_0250	1229	1649	1212	697	772	908
gene_0251	231	335	235	151	173	171
gene_0252	5634	8078	6266	1709	1968	2460
gene_0253	8	18	13	7	12	16
gene_0254	122	134	108	224	282	330
gene_0255	768	910	692	309	403	541
gene_0256	778	1023	717	638	753	945
gene_0259	1350	1702	1166	1027	1084	1349
gene_0260	267	310	209	169	225	317
gene_0261	666	897	624	460	503	585
gene_0262	1683	2058	1507	2145	2250	2907
gene_0263	2	2	4	2	7	12
gene_0264	662	831	556	238	277	346
gene_0265	394	554	368	131	162	221
gene_0266	388	494	367	510	599	782
gene_0267	367	514	333	235	260	352
gene_0269	83	92	73	169	191	211
gene_0270	100	92	66	856	1010	1317
gene_0271	33	32	19	115	199	195
gene_0272	4842	6640	5116	1392	1559	2017
gene_0273	804	1065	833	543	672	866
gene_0274	33	20	17	255	199	175
gene_0275	402	502	353	319	315	414
gene_0276	200	232	143	482	591	713
gene_0277	270	192	143	3837	8054	9072
gene_0278	363	528	380	229	249	311
gene_0280	306	276	205	635	875	1175
gene_0282	132	48	32	65	46	88
gene_0283	265	301	260	306	384	520
gene_0284	479	703	493	507	595	716
gene_0285	630	807	448	318	396	544
gene_0286	553	742	557	562	663	847
gene_0287	309	435	282	238	221	251
gene_0288	292	397	307	135	200	241
gene_0289	238	303	229	260	399	476
gene_0290	199	256	187	162	208	254
gene_0291	158	220	178	127	134	192
gene_0292	187	203	154	187	251	314
gene_0293	136	109	96	9149	11188	12727
gene_0294	226	218	166	1354	1727	2302
gene_0295	77	86	72	97	70	90
gene_0296	218	271	196	129	158	204
gene_0297	379	439	293	565	682	905
gene_0298	171	181	109	21172	45202	57814
gene_0299	1	1	1	3	2	8
gene_0300	859	1149	863	551	608	826
gene_0301	754	1161	786	368	449	534
gene_0302	15	21	5	30	55	58
gene_0303	240	290	234	190	205	248
gene_0304	7203	9704	6838	3620	4123	4732
gene_0305	2382	3518	2681	1123	1278	1697
gene_0306	635	932	615	490	590	690
gene_0307	635	918	653	521	683	847
gene_0310	1562	2041	1504	599	729	948
gene_0311	426	504	380	374	347	411
gene_0312	2357	3141	2452	629	680	937
gene_0313	5413	7352	5619	1948	2432	3167
gene_0314	50	76	64	5	2	6
gene_0315	689	533	320	2813	4146	4982
gene_0316	1382	1926	1288	858	1125	1313
gene_0317	320	438	312	206	238	275
gene_0318	603	798	603	420	448	577
gene_0319	195	288	191	259	366	425
gene_0320	7	6	6	3	6	7
gene_0321	156	161	119	56	77	91
gene_0322	69	67	63	46	72	99
gene_0323	17	20	18	12	23	32
gene_0324	370	510	410	427	553	655
gene_0325	218	295	203	194	248	342
gene_0326	448	700	410	179	152	252
gene_0327	221	343	247	228	269	315
gene_0328	163	214	141	214	280	368
gene_0329	793	1022	699	1080	1556	2019
gene_0330	362	541	379	295	336	426
gene_0331	357	410	320	295	335	425
gene_0332	696	885	614	140	162	235
gene_0333	214	250	159	166	170	280
gene_0334	4093	5764	3778	1292	1384	1977
gene_0335	173	209	135	114	99	142
gene_0336	262	360	232	313	391	468
gene_0337	935	1186	882	836	1028	1332
gene_0338	463	668	427	376	369	471
gene_0339	396	548	362	403	544	706
gene_0340	198	208	139	136	177	266
gene_0341	1009	1344	1052	783	848	1069
gene_0342	201	252	180	174	231	294
gene_0343	4019	6085	4736	1838	2135	2835
gene_0344	98	113	85	2195	3617	4015
gene_0345	13864	19255	15028	9994	13762	18007
gene_0346	180	183	136	251	298	457
gene_0347	180	222	152	159	207	274
gene_0348	3512	5056	3621	1698	1901	2494
gene_0349	662	800	524	354	368	524
gene_0350	304	365	282	233	239	313
gene_0351	374	447	333	258	308	360
gene_0352	957	1011	740	1729	2103	2609
gene_0353	501	490	364	254	245	361
gene_0354	2488	3489	2681	1570	1906	2356
gene_0355	53	58	39	77	102	115
gene_0356	284	327	218	203	238	276
gene_0357	433	573	425	146	190	200
gene_0358	160	195	136	83	90	126
gene_0359	117	122	60	296	318	413
gene_0360	570	846	585	334	319	351
gene_0361	232	294	213	176	180	270
gene_0362	221	317	222	255	257	347
gene_0363	223	253	170	235	320	391
gene_0364	116	116	108	146	171	207
gene_0365	316	424	263	581	779	889
gene_0366	892	1262	869	947	1253	1392
gene_0367	116	162	119	76	87	100
gene_0368	665	993	803	255	295	396
gene_0369	2364	3252	2460	1095	1431	1686
gene_0370	3	2	1	2	2	2
gene_0371	425	507	380	248	254	352
gene_0372	850	951	703	524	564	809
gene_0373	197	281	198	355	482	591
gene_0374	49	60	55	79	90	137
gene_0375	688	799	567	1999	2449	3041
gene_0376	225	233	175	283	347	448
gene_0377	695	896	620	461	577	724
gene_0378	108	156	118	99	101	130
gene_0379	151	210	130	125	129	158
gene_0380	876	1205	848	347	420	541
gene_0381	399	554	387	158	227	274
gene_0382	197	217	152	103	137	159
gene_0383	144	167	119	682	1235	1592
gene_0384	1017	1507	1122	665	868	993
gene_0385	1198	1636	1087	467	568	717
gene_0386	332	342	323	264	342	429
gene_0387	216	249	176	82	101	134
gene_0388	3969	5202	3697	2250	2398	2996
gene_0389	650	733	476	247	255	372
gene_0390	270	368	223	149	200	215
gene_0391	592	776	488	310	305	457
gene_0392	199	223	167	134	199	214
gene_0393	425	601	488	344	367	525
gene_0394	84	99	73	121	148	186
gene_0395	152	199	147	174	230	265
gene_0396	186	162	114	2042	3429	4434
gene_0397	421	590	435	487	561	718
gene_0398	518	732	514	307	315	418
gene_0399	737	955	704	385	499	623
gene_0400	610	689	538	578	615	897
gene_0401	269	361	255	75	101	104
gene_0402	200	264	202	130	149	194
gene_0403	1172	1603	1175	660	781	950
gene_0404	438	625	481	461	615	642
gene_0405	29	34	35	26	24	25
gene_0406	6355	9233	6586	1946	2409	3408
gene_0407	54	66	50	51	53	89
gene_0408	8	11	4	3	5	4
gene_0409	142	116	91	120	106	222
gene_0410	61	76	56	50	67	89
gene_0411	286	333	229	224	302	354
gene_0412	53	60	37	39	52	74
gene_0413	1057	1422	1124	364	410	549
gene_0414	101	111	82	93	169	174
gene_0415	9646	13246	10203	2252	2734	3757
gene_0416	6561	8904	6612	1613	1999	2762
gene_0417	428	524	383	163	227	290
gene_0418	114	167	154	128	173	204
gene_0419	71	91	62	66	82	98
gene_0420	172	236	173	168	180	220
gene_0421	7308	9720	7480	3306	4776	5982
gene_0422	11	7	9	3	8	7
gene_0423	12	17	8	7	6	7
gene_0424	180	235	195	164	152	188
gene_0425	667	926	697	406	510	614
gene_0426	1043	1329	846	748	958	1267
gene_0427	379	460	353	362	373	480
gene_0428	2	0	0	3	4	6
gene_0429	123	189	97	105	99	162
gene_0430	17	23	7	69	70	85
gene_0431	512	723	558	546	641	748
gene_0432	127	118	71	339	522	660
gene_0433	202	249	177	251	340	361
gene_0434	760	1083	703	318	397	491
gene_0435	637	916	520	584	730	1005
gene_0436	485	654	474	681	890	1161
gene_0437	45	53	23	79	67	87
gene_0440	225	290	172	91	86	121
gene_0441	164	168	115	101	118	158
gene_0442	477	637	464	974	1221	1423
gene_0443	413	530	393	118	152	227
gene_0444	216	234	157	1000	1253	1519
gene_0445	283	392	291	241	282	354
gene_0446	349	470	301	335	398	477
gene_0447	88	129	65	82	98	114
gene_0448	2240	3369	2539	2349	2785	3254
gene_0449	4	5	4	1	1	2
gene_0450	342	465	329	187	184	238
gene_0451	2275	3067	2225	1936	2469	3127
gene_0452	0	0	1	0	0	4
gene_0453	312	371	279	950	1163	1293
gene_0454	120	138	98	129	181	198
gene_0455	182	238	180	254	335	411
gene_0456	573	737	548	292	374	523
gene_0457	126	129	92	106	152	165
gene_0458	517	762	511	407	501	624
gene_0459	208	208	162	1919	2200	2770
gene_0460	95	106	61	159	146	240
gene_0462	218	300	221	258	310	357
gene_0463	194	300	223	166	202	314
gene_0464	181	232	146	91	97	134
gene_0465	795	1057	780	524	590	713
gene_0466	455	570	400	356	408	499
gene_0467	460	571	467	330	382	441
gene_0468	328	423	326	329	403	490
gene_0469	180	339	251	45	66	92
gene_0470	113	165	127	54	55	56
gene_0471	33	32	32	53	89	111
gene_0472	146	128	110	580	819	1044
gene_0473	332	376	264	169	194	282
gene_0474	391	583	406	217	201	309
gene_0475	112	130	126	55	58	101
gene_0476	539	835	605	402	498	652
gene_0477	305	337	338	157	194	230
gene_0478	671	791	645	241	286	428
gene_0479	1607	2296	1762	709	767	1042
gene_0480	2554	3582	2778	1507	1956	2324
gene_0481	24	27	18	26	34	46
gene_0482	296	388	294	236	265	340
gene_0483	395	449	370	145	172	206
gene_0484	136	148	120	83	76	104
gene_0485	164	233	150	95	103	113
gene_0486	214	268	216	212	244	337
gene_0487	124	136	99	276	301	388
gene_0488	756	1097	763	672	868	1037
gene_0489	114	191	134	130	173	234
gene_0490	61	90	47	37	48	62
gene_0491	185	196	211	174	172	201
gene_0492	290	437	298	262	268	372
gene_0493	380	493	360	142	175	216
gene_0494	250	285	184	241	272	381
gene_0495	1207	1660	1247	769	887	1136
gene_0496	86	117	79	96	94	144
gene_0497	351	480	383	307	405	474
gene_0498	560	593	534	318	350	487
gene_0499	262	281	175	126	125	192
gene_0500	182	202	138	529	526	803
gene_0501	80	77	67	94	103	137
gene_0502	180	273	217	75	102	136
gene_0503	283	339	251	285	346	447
gene_0504	374	492	346	469	549	719
gene_0505	210	331	224	181	238	245
gene_0506	737	1055	767	572	576	796
gene_0507	697	1054	719	456	538	650
gene_0508	180	214	149	174	234	299
gene_0509	712	926	688	415	456	597
gene_0510	139	175	115	434	653	810
gene_0511	523	759	592	360	460	488
gene_0512	279	332	234	195	220	309
gene_0513	2432	3377	2320	957	1037	1314
gene_0514	68	100	59	94	123	133
gene_0515	17	14	5	164	220	279
gene_0516	2487	3519	2450	2143	2455	2974
gene_0517	736	938	722	452	546	663
gene_0518	315	486	350	177	215	310
gene_0519	294	404	292	249	302	415
gene_0520	443	542	355	327	435	549
gene_0521	1346	1931	1435	406	461	607
gene_0522	14	11	11	17	12	15
gene_0523	220	271	180	216	205	213
gene_0524	1642	2629	1898	3205	3413	4403
gene_0525	248	321	184	542	721	832
gene_0526	177	39	15	233	155	170
gene_0527	2	2	0	13	10	6
gene_0528	318	380	255	483	572	631
gene_0529	259	249	172	1152	1283	1631
gene_0530	2	4	1	2	4	3
gene_0531	37	51	32	647	638	731
gene_0532	3	3	3	4	4	1
gene_0533	24	26	19	20	16	16
gene_0536	2	0	4	5	3	6
gene_0537	0	1	1	2	2	1
gene_0538	0	1	0	5	3	1
gene_0539	0	0	0	0	0	0
gene_0540	0	0	0	0	0	0
gene_0541	42	48	48	118	156	129
gene_0542	388	525	356	192	212	283
gene_0543	349	550	371	286	320	449
gene_0544	611	841	634	247	330	419
gene_0545	12	12	10	19	12	14
gene_0546	0	0	0	0	0	0
gene_0547	481	594	464	497	568	759
gene_0548	1286	1760	1287	949	1167	1325
gene_0549	163	174	116	179	176	273
gene_0550	283	372	255	244	346	459
gene_0551	149	179	79	113	87	128
gene_0552	1195	1590	1259	407	460	770
gene_0553	354	482	341	500	574	755
gene_0554	196	278	193	182	231	271
gene_0555	1079	1394	1006	565	751	940
gene_0556	276	285	208	215	268	312
gene_0557	10	5	2	162	370	522
gene_0558	10	6	5	23	37	36
gene_0559	202	229	160	122	131	214
gene_0560	1217	1878	1409	608	840	969
gene_0561	300	368	239	274	330	378
gene_0562	5096	6672	4803	2383	2907	3442
gene_0563	8	9	6	5	0	13
gene_0564	694	443	298	3936	4469	5543
gene_0565	245	332	223	379	472	532
gene_0566	178	201	140	243	344	430
gene_0567	104	136	84	21	24	38
gene_0568	329	439	363	97	128	200
gene_0569	555	648	487	658	854	1102
gene_0570	539	682	520	479	492	703
gene_0571	149	170	115	246	277	420
gene_0572	179	212	181	248	280	383
gene_0573	626	848	626	364	428	594
gene_0574	6533	9465	7585	2924	3286	3845
gene_0575	279	334	259	217	240	333
gene_0576	513	663	489	575	584	715
gene_0577	93	111	64	46	65	80
gene_0578	83	76	57	99	103	122
gene_0579	20	16	9	3	5	7
gene_0580	830	520	346	365	220	245
gene_0581	331	446	360	284	345	519
gene_0583	52	75	40	18	24	34
gene_0584	215	279	186	115	101	105
gene_0585	0	0	0	0	0	0
gene_0587	4203	5697	4299	1680	1926	2651
gene_0588	683	902	649	643	850	1033
gene_0589	158	206	144	168	189	224
gene_0590	523	781	542	384	441	519
gene_0591	92	98	62	164	243	323
gene_0592	1264	1693	1252	655	697	976
gene_0593	347	441	355	261	274	354
gene_0594	2070	2745	2187	1604	1802	2358
gene_0595	211	304	268	209	194	259
gene_0596	478	539	427	228	237	336
gene_0598	211	289	200	100	109	137
gene_0599	135	169	141	110	143	153
gene_0600	290	344	278	134	154	192
gene_0601	530	737	422	340	385	482
gene_0602	11	22	10	18	13	16
gene_0603	11	20	13	22	30	38
gene_0604	21	28	15	14	27	39
gene_0605	566	730	501	461	482	655
gene_0606	443	548	292	191	223	295
gene_0607	957	1174	843	2016	2188	2865
gene_0608	4224	5493	3687	1596	1430	1896
gene_0609	21	12	12	55	59	87
gene_0611	59	60	45	134	95	107
gene_0613	571	799	540	403	453	567
gene_0614	732	872	595	559	670	917
gene_0615	25	21	13	2631	2715	3345
gene_0616	1106	1513	1003	1005	1262	1399
gene_0617	33435	45826	35011	16099	26213	32044
gene_0618	202	229	166	227	316	440
gene_0619	123	166	104	102	145	213
gene_0622	293	414	289	117	131	206
gene_0623	1235	1638	1137	912	999	1219
gene_0624	126	154	91	368	402	508
gene_0627	160	200	163	116	169	178
gene_0628	49	70	42	71	85	116
gene_0629	198	278	165	116	137	161
gene_0630	225	354	161	85	100	129
gene_0631	85	76	57	585	2265	2689
gene_0632	2	7	8	3	4	13
gene_0633	482	650	395	310	373	428
gene_0634	253	303	218	161	191	260
gene_0635	2402	3115	1940	1598	2036	2487
gene_0636	2693	3397	2244	1790	2296	2776
gene_0637	26	27	21	20	20	23
gene_0638	430	602	418	421	474	608
gene_0639	162	196	166	123	142	147
gene_0641	372	539	376	264	320	389
gene_0642	690	870	618	625	836	1081
gene_0643	634	873	652	615	683	836
gene_0645	6382	8958	6506	1887	1942	2617
gene_0647	407	528	372	357	471	495
gene_0648	616	819	590	488	527	629
gene_0649	1481	1946	1367	451	452	693
gene_0650	443	568	423	253	270	386
gene_0651	442	504	311	326	412	554
gene_0652	608	872	617	385	474	583
gene_0653	66	69	57	81	98	127
gene_0654	0	0	0	0	0	0
gene_0655	0	0	0	0	0	0
gene_0656	0	0	0	0	1	0
gene_0657	643	831	614	520	626	809
gene_0658	361	462	401	97	76	127
gene_0659	480	600	442	164	219	309
gene_0660	199	193	184	123	117	117
gene_0661	442	473	369	309	327	440
gene_0662	532	706	566	327	326	553
gene_0663	384	485	386	135	181	250
gene_0664	4	3	4	2	2	0
gene_0665	408	582	444	431	406	563
gene_0666	360	453	384	283	260	341
gene_0667	1692	2384	1654	998	1290	1628
gene_0668	168	233	164	163	181	209
gene_0669	729	1092	887	267	312	387
gene_0670	343	405	324	175	170	249
gene_0671	130	184	107	116	106	156
gene_0672	196	257	204	249	305	345
gene_0674	82	111	73	38	33	52
gene_0675	402	562	362	247	251	314
gene_0676	112	145	115	92	127	138
gene_0677	799	1103	786	428	477	540
gene_0678	224	296	192	372	417	445
gene_0679	553	684	469	632	773	947
gene_0680	290	370	201	191	207	278
gene_0681	334	408	317	105	108	172
gene_0682	234	269	203	175	202	203
gene_0683	271	340	252	464	489	607
gene_0684	107	152	104	86	114	141
gene_0685	69	74	70	71	67	96
gene_0686	166	167	113	230	310	429
gene_0687	815	1185	859	672	757	1044
gene_0688	179	204	132	313	349	473
gene_0689	192	324	253	171	266	287
gene_0690	428	583	404	492	589	844
gene_0691	129	184	125	290	340	517
gene_0692	1763	2477	1895	1176	1328	1551
gene_0693	9	7	5	1	7	4
gene_0694	119	121	98	113	131	164
gene_0695	309	397	308	92	98	159
gene_0696	681	901	664	546	548	622
gene_0697	257	284	255	259	298	352
gene_0698	322	432	284	151	173	286
gene_0699	73	104	72	207	238	262
gene_0700	276	394	285	146	202	256
gene_0701	1270	1892	1457	767	984	1231
gene_0702	315	467	327	203	275	309
gene_0703	163	231	145	114	135	203
gene_0704	24	20	15	21	18	23
gene_0705	4	5	5	3	4	9
gene_0706	214	273	158	170	209	279
gene_0708	52	56	47	64	91	83
gene_0709	64	50	49	19	22	28
gene_0710	71	84	66	37	28	38
gene_0711	62	56	50	20	21	32
gene_0712	94	112	87	14	24	30
gene_0713	0	0	1	0	0	0
gene_0714	0	0	0	0	0	0
gene_0715	0	0	0	0	0	1
gene_0716	1	0	1	0	0	0
gene_0717	0	0	0	0	0	0
gene_0718	324	399	281	272	321	425
gene_0719	10	8	9	18	19	23
gene_0720	7	10	5	18	17	16
gene_0721	21	28	9	33	46	61
gene_0722	8	17	14	39	51	52
gene_0723	113	111	78	118	110	153
gene_0724	24	30	12	20	13	7
gene_0725	74	146	102	8	11	7
gene_0726	288	412	266	185	241	256
gene_0727	127	180	109	150	213	232
gene_0728	78	106	81	151	192	225
gene_0729	397	543	390	312	349	464
gene_0730	689	984	657	339	407	600
gene_0731	398	506	336	210	205	317
gene_0732	350	347	215	659	667	855
gene_0733	153	156	116	172	197	306
gene_0734	293	364	265	185	184	192
gene_0735	557	827	643	442	540	665
gene_0736	176	197	152	121	176	190
gene_0737	11213	15692	12193	2611	3252	4205
gene_0738	734	1087	794	567	555	627
gene_0739	727	957	703	427	499	602
gene_0740	507	721	525	456	502	683
gene_0741	436	544	434	549	692	885
gene_0742	206	258	187	1686	2639	3067
gene_0743	55	35	21	897	1189	1220
gene_0744	179	199	156	143	144	201
gene_0745	281	404	242	108	117	168
gene_0746	42	56	36	548	2063	2608
gene_0747	343	425	288	213	234	316
gene_0748	121	84	66	92	152	155
gene_0749	491	596	409	2942	3204	3757
gene_0750	46	32	26	413	703	719
gene_0751	559	716	544	322	360	539
gene_0752	1340	1919	1165	601	690	962
gene_0753	108	102	67	58	55	78
gene_0755	39	34	34	38	47	75
gene_0756	129	189	136	129	162	189
gene_0757	1247	1727	1335	432	506	714
gene_0758	377	500	330	331	416	546
gene_0759	194	230	187	168	212	212
gene_0760	541	816	517	293	336	414
gene_0761	104	126	87	1204	2281	2451
gene_0762	322	439	296	240	269	322
gene_0763	538	582	411	298	321	384
gene_0764	277	432	307	185	211	305
gene_0765	112	150	103	292	313	459
gene_0766	56	71	67	291	403	451
gene_0767	1274	1702	1375	739	769	958
gene_0768	227	286	221	357	461	622
gene_0769	1698	2280	1632	1407	1766	2048
gene_0770	75	107	73	275	265	355
gene_0771	236	321	217	230	396	419
gene_0772	3277	4434	3068	1223	1510	1975
gene_0773	2699	3245	2149	807	887	1123
gene_0774	617	887	682	466	591	710
gene_0775	483	632	481	203	260	304
gene_0776	525	703	517	395	546	609
gene_0777	26	27	24	13	12	21
gene_0778	3533	5267	3778	2335	2760	3383
gene_0779	9696	15558	8245	2200	2452	3506
gene_0780	106	150	106	123	179	173
