gene_id	batch_1	batch_2	batch_3	chemostat_1	chemostat_2	chemostat_3
gene_0001	0.2063889771775069	0.45948139866137755	0.418092798623304	0.0	0.0	0.19537935637350906
gene_0002	0.0	0.0	0.0	0.0	0.0	0.0
gene_0003	0.0	0.0	0.0	0.0	0.0	0.0
gene_0004	0.0	0.15316046622045917	0.0	0.0	0.0	0.0
gene_0005	0.8255559087100276	1.2252837297636734	1.881417593804868	2.452799702230116	1.4829464861459432	2.930690345602636
gene_0006	0.0	0.0	0.0	0.0	0.0	0.0
gene_0007	0.0	0.0	0.0	0.0	0.0	0.0
gene_0008	0.0	0.0	0.0	0.0	0.0	0.0
gene_0009	5.9852803381477	5.51377678393653	6.062345580037909	13.183798399486875	14.33514936607745	15.434969153507216
gene_0010	13.828061470892962	13.01863962873903	13.378969555945728	236.6951712652062	236.03564904489596	224.29550111678842
gene_0011	26.62417805589839	18.68557687889602	18.81417593804868	196.2239761784093	226.14933913725633	218.82487913833015
gene_0012	261.70122306107874	291.9238486161952	303.953464599142	332.04775968940197	277.5581506569824	271.96806407192463
gene_0013	72.85530894365994	74.12966565070224	71.28482216527334	43.53719471458456	55.116177735090886	49.626356518871305
gene_0014	61.710304176074565	68.15640746810433	60.83250219969074	55.18799330017762	43.00544809823235	42.006561620304446
gene_0015	65.21891678809219	65.85900047479744	71.28482216527334	126.62578462762974	138.4083387069547	128.36423713739546
gene_0016	10.319448858875345	8.576986108345714	11.706598361452514	25.141196947858692	22.98567053526212	25.00855761580916
gene_0017	26.62417805589839	21.289304804643827	20.068454333918595	3093.593624437734	2916.7085805013794	2709.716293544197
gene_0018	225.17037410066004	177.35981988329172	165.35570185551674	286.9775651609236	239.9901730079518	253.01626650369423
gene_0019	66.45725065115722	63.4084330152701	57.90585260932761	80.94239017359384	82.30352998109984	81.8639503205003
gene_0020	89.572816095038	74.12966565070224	79.43763173842777	142.26238272934674	166.83147969141862	152.20051861496356
gene_0021	40.65862850396886	39.05591888621709	37.62835187609736	76.64999069469113	65.00248764273051	62.521394039522896
gene_0022	29.9264016907385	31.091574642753212	29.475542302942934	39.85799516123939	36.08503116288462	36.731318998219706
gene_0023	31.577513508158557	30.019451379209997	27.176031910514762	46.296594379593444	41.52250161208641	36.53593964184619
gene_0024	21.670842603638224	28.641007183225867	23.204150323593375	55.18799330017762	48.195760799743155	57.05077206106465
gene_0025	333.11180916449615	304.4830068462728	342.8360948711093	247.73276992524174	181.90810230056903	197.13777058087064
gene_0026	86.88975939173041	88.5267494754254	88.8447197074521	105.77698715867376	95.89720610410433	93.19595299016382
gene_0027	345.28875881796904	353.6475165030402	338.0280276869413	237.30837119076375	188.58136148822578	223.90474240404137
gene_0028	90.81114995810304	93.73420532692101	98.25180767647645	95.65918838697453	85.76373844877371	88.89760714994662
gene_0029	95.9708743875407	98.94166117841662	96.78848288129488	80.63579021081507	75.6302707934431	57.246151417438156
gene_0030	88.95364916350547	70.30065399519076	77.5562141446229	99.03178797754094	89.22394691644759	108.24016343092401
