gene_id	batch_1	batch_2	batch_3	chemostat_1	chemostat_2	chemostat_3
gene_0001	0.5685646754201291	1.2657889770285884	1.1517707951055207	0.0	0.0	0.19537935637350906
gene_0002	0.0	0.0	0.0	0.0	0.0	0.0
gene_0003	0.0	0.0	0.0	0.0	0.0	0.0
gene_0004	0.0	0.39576347860583766	0.0	0.0	0.0	0.0
gene_0005	2.1668134086877364	3.2159677946553105	4.938103920747685	6.4377944940423	1.4829464861459432	2.930690345602636
gene_0006	0.0	0.0	0.0	0.0	0.0	0.0
gene_0007	0.0	0.0	0.0	0.0	0.0	0.0
gene_0008	0.0	0.0	0.0	0.0	0.0	0.0
gene_0009	1.5080071398709247	1.3892105779633483	1.5274239304706245	3.321692718439626	14.33514936607745	15.434969153507216
gene_0010	10.064091317971588	9.47499245177513	9.737241307092962	172.26722799505546	236.03564904489596	224.29550111678842
gene_0011	21.231401958451666	14.900779010283907	15.003330094137704	156.47844990303773	226.14933913725633	218.82487913833015
gene_0012	227.76433686777958	254.06775336483483	264.53739303667714	288.9884766661462	277.5581506569824	271.96806407192463
gene_0013	114.01456798694826	116.00886643302385	111.55684219917579	68.13332506194766	55.116177735090886	49.626356518871305
gene_0014	40.89483378136154	45.16660534665628	40.31312273008001	36.57256017241724	43.00544809823235	42.006561620304446
gene_0015	24.676094130946723	24.918274867498088	26.97117751240005	47.90986932562608	138.4083387069547	128.36423713739546
gene_0016	19.00450986901537	15.795554527340174	21.5591130045166	46.300546865301456	22.98567053526212	25.00855761580916
gene_0017	12.429588261390473	9.93898450263484	9.369026299681884	1444.2547266282604	2916.7085805013794	2709.716293544197
gene_0018	95.73570327409016	75.40808668507302	70.30429500659724	122.01427090175322	239.9901730079518	253.01626650369423
gene_0019	21.13780236996095	20.168076658800924	18.41789205131285	25.74503504249168	82.30352998109984	81.8639503205003
gene_0020	120.88099338061808	100.0400346163323	107.20328169828308	191.9870212271886	166.83147969141862	152.20051861496356
gene_0021	20.441743843121603	19.63595720775118	18.918226182049956	38.536948564450036	65.00248764273051	62.521394039522896
gene_0022	16.011985923348583	16.63540644342066	15.770755646304405	21.325840107672224	36.08503116288462	36.731318998219706
gene_0023	88.4524187903601	84.08809910142857	76.1233386849153	129.68233719774074	41.52250161208641	36.53593964184619
gene_0024	65.077605416331	86.00903058025786	69.68213310388401	165.72970961014298	48.195760799743155	57.05077206106465
gene_0025	649.3407586052556	593.5341264059898	668.2964812302325	482.90988289520806	181.90810230056903	197.13777058087064
gene_0026	36.84892255798575	37.54315075293698	37.67799817958104	44.858773180099135	95.89720610410433	93.19595299016382
gene_0027	276.67368495029575	283.37140745435914	270.8557914158184	190.15093845413762	188.58136148822578	223.90474240404137
gene_0028	35.403957098675654	36.54354983505693	38.30479831441577	37.29403056022399	85.76373844877371	88.89760714994662
gene_0029	55.06074262050528	56.76515271280358	55.52982379879224	46.26264498612454	75.6302707934431	57.246151417438156
gene_0030	109.81931995494503	86.7909308582602	95.7484125242258	122.26146663893942	89.22394691644759	108.24016343092401
gene_0031	3910.542443154385	4190.666009880349	4389.696213356653	1753.9231403671438	3414.731442098725	3403.899146739275
gene_0032	26.630835764839603	18.11575406908657	20.230296707579228	9.890321379960145	0.7414732430729716	1.5630348509880725
gene_0033	19.509405802848914	15.811341662062329	14.300437763856792	19.829848338925068	17.053884590678347	16.021107222627744
gene_0034	121.41621810532614	128.46161626238512	132.01939271843966	85.35080044922363	77.11321727958905	80.49629482588573
gene_0035	197.19784293297852	226.8648049001617	234.5432516039007	158.54753808034482	450.07425854529373	440.5804486222629
gene_0036	22.53672739294616	22.886046676620335	23.3074721071612	28.19310002563352	22.491355039880137	24.813178259435652
gene_0037	22.932108575278548	20.84067535527987	21.37592005843785	87.38839518815027	118.88287663936644	110.1939569946591
gene_0038	69.9824692728328	74.52635712643033	67.67977295722068	35.82873128257593	19.278304319897263	24.031660833941615
gene_0039	22.087241417241966	22.70536736075228	24.388746586359403	55.67209850456514	55.116177735090886	53.14318493359446
gene_0040	25.222306015122392	20.260385807524603	21.884401855227697	27.26228315553622	56.10480872585485	51.18939136985937
gene_0041	96.1982520742617	87.8293069004328	75.58739862116231	212.19488949377768	73.4058510642242	80.88705353863276
gene_0042	44.960642220281166	46.128491864404594	47.38574404686677	24.716844825461997	106.77214700250791	105.5048524416949
gene_0043	7.152737079245672	7.1416978577907875	5.400694626198949	15.455574683239547	19.278304319897263	22.46862598295354
gene_0044	32.822674487517006	29.813678539097015	31.649518470848083	73.72441853077163	53.386073501253954	56.46463399194412
gene_0045	32.47024223048289	34.63806020718349	32.63138239009317	25.625365620644036	103.55909628252503	110.38933635103263
gene_0047	194.5120870684864	192.0742003090449	207.91151115035098	107.52637131111936	103.55909628252503	101.4018859578512
gene_0048	12.072892815397338	12.692267047517161	10.966686686265867	10.675486169177038	47.948603052052164	49.82173587524481
gene_0049	242.05444077747958	244.45216516502234	242.51216060496478	116.05077538512009	220.71186868805455	224.10012176041488
gene_0050	47.28087250655885	49.37798814443374	47.08252236748919	47.351345602897986	56.599124221236835	55.292357853703066
gene_0051	48.02607464154397	49.713182353180066	51.47164724499308	54.75870456947703	113.93972168554663	106.48174922356243
gene_0052	49.02253150523617	51.512053010274194	43.6034904751849	47.12214996799375	37.07366215364858	41.0296648384369
gene_0053	39.7462871242902	46.72386425335562	48.814427165530056	27.08480236561524	88.48247367337461	101.01112724510418
gene_0054	1.4772217180394154	0.31321158736290217	1.0687443727589572	2.8214720501113297	4.201681710746839	6.642898116699308
gene_0055	23.42218311373328	24.003040395149334	24.95616557736745	44.81134312290958	199.20914463893837	191.6671486024124
gene_0056	94.21635174088497	86.29323961582475	94.99120975010604	158.12073552112383	311.41876209064804	307.9178656446503
gene_0057	40.24585054961385	35.22690723070561	36.5831198795391	51.610993734425364	61.04796367967466	60.76297983216132
gene_0058	76.58965949946545	61.22430095010543	64.51041228758011	66.27030445478503	45.97134107052424	45.132631322280595
